SKU,Product Title,Element Symbol,Element Name,Atomic Number,Collection Type,Retail Price,Current Stock,Status,Available for Subscription,Tags,Notes
Ir10.1mm_empty,Labeled 14mm Boxes for 10mm Cubes,Ir,Iridium,77.0,10mm Cube,1.0,0.0,Active,No,"box, displays, size:standard",Precious metal - exclude from normal assignment; Out of stock
K10.1mm_empty,Labeled 14mm Boxes for 10mm Cubes,K,Potassium,19.0,10mm Cube,1.0,5.0,Active,Yes,"box, displays, size:standard",
La10.1mm_empty,Labeled 14mm Boxes for 10mm Cubes,La,Lanthanum,57.0,10mm Cube,1.0,1.0,Active,Yes,"box, displays, size:standard",
Li10.1mm_empty,Labeled 14mm Boxes for 10mm Cubes,Li,Lithium,3.0,10mm Cube,1.0,0.0,Active,No,"box, displays, size:standard",Out of stock
Na10.1mm_empty,Labeled 14mm Boxes for 10mm Cubes,Na,Sodium,11.0,10mm Cube,1.0,21.0,Active,Yes,"box, displays, size:standard",
Nd10.1mm_empty,Labeled 14mm Boxes for 10mm Cubes,Nd,Neodymium,60.0,10mm Cube,1.0,55.0,Active,Yes,"box, displays, size:standard",
Os10.1mm_empty,Labeled 14mm Boxes for 10mm Cubes,Os,Osmium,76.0,10mm Cube,1.0,14.0,Active,No,"box, displays, size:standard",Precious metal - exclude from normal assignment
Pd10.1mm_empty,Labeled 14mm Boxes for 10mm Cubes,Pd,Palladium,46.0,10mm Cube,1.0,6.0,Active,No,"box, displays, size:standard",Precious metal - exclude from normal assignment
Pr10.1mm_empty,Labeled 14mm Boxes for 10mm Cubes,Pr,Praseodymium,59.0,10mm Cube,1.0,21.0,Active,Yes,"box, displays, size:standard",
Pt10.1mm_empty,Labeled 14mm Boxes for 10mm Cubes,Pt,Platinum,78.0,10mm Cube,1.0,2.0,Active,No,"box, displays, size:standard",Precious metal - exclude from normal assignment
Rb10.1mm_empty,Labeled 14mm Boxes for 10mm Cubes,Rb,Rubidium,37.0,10mm Cube,1.0,4.0,Active,Yes,"box, displays, size:standard",
Re10.1mm_empty,Labeled 14mm Boxes for 10mm Cubes,Re,Rhenium,75.0,10mm Cube,1.0,2.0,Active,No,"box, displays, size:standard",Precious metal - exclude from normal assignment
Rh10.1mm_empty,Labeled 14mm Boxes for 10mm Cubes,Rh,Rhodium,45.0,10mm Cube,1.0,0.0,Active,No,"box, displays, size:standard",Precious metal - exclude from normal assignment; Out of stock
Ru10.1mm_empty,Labeled 14mm Boxes for 10mm Cubes,Ru,Ruthenium,44.0,10mm Cube,1.0,16.0,Active,No,"box, displays, size:standard",Precious metal - exclude from normal assignment
Sr10.1mm_empty,Labeled 14mm Boxes for 10mm Cubes,Sr,Strontium,38.0,10mm Cube,1.0,40.0,Active,Yes,"box, displays, size:standard",
Tl10.1mm_empty,Labeled 14mm Boxes for 10mm Cubes,Tl,Thallium,81.0,10mm Cube,1.0,12.0,Active,Yes,"box, displays, size:standard",
U10.1mm_empty,Labeled 14mm Boxes for 10mm Cubes,U,Uranium,92.0,10mm Cube,1.0,0.0,Active,No,"box, displays, size:standard",Out of stock
Ru2x2_10g,Ruthenium 50mm Lucite Cube,Ru,Ruthenium,44.0,Lucite 50mm,950.0,2.0,Active,No,"class:precious, form:lucite, purity:none, size:large",Precious metal - exclude from normal assignment
W2x2_cry,Tungsten 50mm Lucite Cube,W,Tungsten,74.0,Lucite 50mm,150.0,3.0,Active,Yes,"class:mid, form:lucite, purity:none, size:large",
F2x2_100,Fluorine 50mm Lucite Cube,F,Fluorine,9.0,Lucite 50mm,475.0,0.0,Active,No,"class:exotic, form:lucite, purity:none, size:large",Out of stock
U2x2,Uranium 50mm Lucite Cube,U,Uranium,92.0,Lucite 50mm,650.0,1.0,Active,Yes,"class:exotic, form:lucite, purity:none, size:micro",
